element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
O,2,"=""""","=""""","=""219.5880""","=""""","=""""","=""8.36e+04""","=""6.05e-05""","=""1.75e-03""",C,"=""1.5126714""","=""1.92753136""","=""2s.2p4""","=""2D""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",4,4,,"=""T6172""","=""""",
O,3,"=""""","=""""","=""219.6537""","=""""","=""""","=""3.45e+05""","=""7.49e-04""","=""5.42e-03""",C,"=""2.5886536""","=""3.0033894""","=""2p4""","=""3P""","=""0""","=""2s2.2p.(2P*).3d""","=""3P*""","=""1""",1,3,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""219.7483""","=""""","=""""","=""2.58e+05""","=""3.11e-04""","=""6.76e-03""",C,"=""2.5877925""","=""3.0023497""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3P*""","=""2""",3,5,,"=""T5376,T5791,LS""","=""""",
O,2,"=""221.5701""","=""""","=""221.5713""","=""""","=""1""","=""1.15e+06""","=""1.69e-03""","=""2.47e-02""",D,"=""1.95165991""","=""2.3628067""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",2,4,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""221.8651""","=""""","=""""","=""2.30e+05""","=""1.70e-04""","=""4.96e-03""",E,"=""1.95220440""","=""2.3628067""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",4,4,,"=""T5723LS""","=""L11267""",
O,2,"=""221.8679""","=""""","=""221.8674""","=""""","=""1""","=""1.38e+06""","=""1.53e-03""","=""4.47e-02""",D,"=""1.95220440""","=""2.3628026""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""5/2""",4,6,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""222.247""","=""""","=""""","=""3.06e+06""","=""2.27e-03""","=""9.96e-02""",D,"=""2.0954319""","=""2.505328""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",6,6,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""222.307""","=""""","=""""","=""3.27e+05""","=""1.62e-04""","=""7.10e-03""",E,"=""2.0954319""","=""2.505219""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",6,4,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""222.353""","=""""","=""""","=""2.18e+05""","=""2.43e-04""","=""7.10e-03""",E,"=""2.0956266""","=""2.505328""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",4,6,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""222.412""","=""""","=""""","=""2.94e+06""","=""2.18e-03""","=""6.39e-02""",D,"=""2.0956266""","=""2.505219""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",4,4,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""222.8160""","=""""","=""""","=""6.47e+07""","=""1.45e-01""","=""1.06e+00""",B,"=""2.8595812""","=""3.2684315""","=""2s2.2p.(2P*).3p""","=""1S""","=""0""","=""2s2.2p.(2P*).4s""","=""1P*""","=""1""",1,3,,"=""T5376""","=""""",
O,3,"=""""","=""""","=""222.892""","=""""","=""""","=""1.75e+07""","=""3.91e-02""","=""2.87e-01""",C+,"=""3.3746878""","=""3.78340""","=""2s2.2p.(2P*).4p""","=""3P""","=""0""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",1,3,,"=""T5376LS""","=""""",
O,2,"=""""","=""""","=""222.974""","=""""","=""""","=""6.36e+06""","=""6.32e-03""","=""2.79e-01""",D,"=""2.0954319""","=""2.503993""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""7/2""",6,8,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""223.177""","=""""","=""""","=""4.23e+05""","=""3.16e-04""","=""1.39e-02""",E,"=""2.0954319""","=""2.503621""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",6,6,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""223.283""","=""""","=""""","=""5.91e+06""","=""6.63e-03""","=""1.95e-01""",D,"=""2.0956266""","=""2.503621""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",4,6,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""223.336""","=""""","=""""","=""2.35e+07""","=""2.93e-02""","=""6.47e-01""",C+,"=""3.3755001""","=""3.78340""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""","=""2s2.2p.(2P*).6d""","=""3D*""","=""2""",3,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""223.336""","=""""","=""""","=""1.31e+07""","=""9.80e-03""","=""2.16e-01""",C+,"=""3.3755001""","=""3.78340""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",3,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""223.877""","=""""","=""""","=""3.12e+07""","=""3.28e-02""","=""1.21e+00""",C+,"=""3.3764858""","=""3.78340""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""3""",5,7,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""223.877""","=""""","=""""","=""7.79e+06""","=""5.86e-03""","=""2.16e-01""",C+,"=""3.3764858""","=""3.78340""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""2""",5,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""223.877""","=""""","=""""","=""8.66e+05""","=""3.91e-04""","=""1.44e-02""",C,"=""3.3764858""","=""3.78340""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",5,3,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""224.312""","=""""","=""""","=""1.49e+07""","=""7.50e-03""","=""3.32e-01""",B,"=""5.60822""","=""6.01434""","=""2p2.(3P).3p""","=""2D*""","=""5/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""224.458""","=""""","=""""","=""1.65e+07""","=""6.24e-03""","=""1.84e-01""",B,"=""5.6085""","=""6.01434""","=""2p2.(3P).3p""","=""2D*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""224.458""","=""""","=""""","=""1.65e+06""","=""1.25e-03""","=""3.69e-02""",B,"=""5.6085""","=""6.01434""","=""2p2.(3P).3p""","=""2D*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,2,"=""224.9719""","=""""","=""224.9708""","=""""","=""1""","=""3.59e+06""","=""5.45e-03""","=""8.08e-02""",D,"=""1.95165991""","=""2.3565945""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",2,4,,"=""T5723LS""","=""L10621""",
O,2,"=""225.2746""","=""""","=""225.2738""","=""""","=""7""","=""1.79e+07""","=""1.36e-02""","=""4.04e-01""",D,"=""1.95220440""","=""2.3565945""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""",
O,2,"=""225.9625""","=""""","=""225.9630""","=""""","=""3""","=""1.42e+07""","=""1.09e-02""","=""1.62e-01""",D,"=""1.95165991""","=""2.3548167""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",2,2,,"=""T5723LS""","=""L10621""",
O,2,"=""226.2685""","=""""","=""226.2686""","=""""","=""1""","=""7.06e+06""","=""2.71e-03""","=""8.08e-02""",D,"=""1.95220440""","=""2.3548167""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",4,2,,"=""T5723LS""","=""L10621""",
O,4,"=""""","=""""","=""227.518""","=""""","=""""","=""3.45e+05""","=""1.79e-04""","=""8.03e-03""",C+,"=""5.40630""","=""5.80670""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""","=""2p2.(3P).3d""","=""4P""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""227.886""","=""""","=""""","=""6.36e+05""","=""2.48e-04""","=""7.44e-03""",C+,"=""5.40751""","=""5.80727""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""","=""2p2.(3P).3d""","=""4P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""227.964""","=""""","=""""","=""7.38e+06""","=""8.63e-03""","=""2.59e-01""",B,"=""5.01065""","=""5.41027""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",4,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""228.032""","=""""","=""""","=""5.33e+05""","=""4.16e-04""","=""1.87e-02""",B,"=""5.40630""","=""5.80580""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""","=""2p2.(3P).3d""","=""4P""","=""5/2""",6,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""228.058""","=""""","=""""","=""6.15e+06""","=""9.60e-03""","=""1.44e-01""",B,"=""5.01007""","=""5.40953""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""228.209""","=""""","=""""","=""1.01e+05""","=""7.89e-05""","=""2.37e-03""",C,"=""5.40751""","=""5.80670""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""","=""2p2.(3P).3d""","=""4P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""228.235""","=""""","=""""","=""1.27e+05""","=""9.92e-05""","=""1.49e-03""",C,"=""5.40812""","=""5.80727""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""","=""2p2.(3P).3d""","=""4P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,2,"=""228.3447""","=""""","=""228.3444""","=""""","=""8""","=""7.19e+06""","=""8.44e-03""","=""2.54e-01""",D,"=""1.92753136""","=""2.3264840""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",4,6,,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""""","=""228.377""","=""""","=""""","=""1.62e+07""","=""1.27e-02""","=""4.77e-01""",C+,"=""3.3799097""","=""3.77881""","=""2s2.2p.(2P*).4p""","=""1D""","=""2""","=""2s2.2p.(2P*).6d""","=""1D*""","=""2""",5,5,,"=""T5376""","=""""",
O,4,"=""""","=""""","=""228.386""","=""""","=""""","=""1.22e+06""","=""9.55e-04""","=""2.87e-02""",B,"=""5.01065""","=""5.40953""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,2,"=""228.4836""","=""""","=""228.4833""","=""""","=""9""","=""7.69e+06""","=""8.03e-03""","=""3.63e-01""",D,"=""1.92926837""","=""2.3279784""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""",6,8,,"=""T5723LS""","=""L10621""",
O,4,"=""""","=""""","=""228.558""","=""""","=""""","=""3.15e+05""","=""4.94e-04""","=""7.43e-03""",C+,"=""5.40812""","=""5.80670""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""","=""2p2.(3P).3d""","=""4P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""228.6332""","=""""","=""""","=""6.42e+05""","=""1.51e-03""","=""1.14e-02""",D,"=""3.2508204""","=""3.6492691""","=""2s2.2p.(2P*).4s""","=""3P*""","=""0""","=""2s.2p2.(4P).3d""","=""3P""","=""1""",1,3,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""228.726""","=""""","=""""","=""2.26e+05""","=""2.66e-04""","=""8.02e-03""",C+,"=""5.40751""","=""5.80580""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""","=""2p2.(3P).3d""","=""4P""","=""5/2""",4,6,,"=""T5109LS""","=""""",
O,1,"=""""","=""""","=""228.854""","=""""","=""""","=""1.35e+05""","=""1.77e-04""","=""4.00e-03""",D,"=""0.90835982""","=""1.306423""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""2""",3,5,,"=""T5803""","=""""",
O,1,"=""""","=""""","=""228.854""","=""""","=""""","=""2.48e+04""","=""1.95e-05""","=""4.41e-04""",D,"=""0.90835982""","=""1.306423""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",3,3,,"=""T5803""","=""""",
O,1,"=""""","=""""","=""228.855""","=""""","=""""","=""1.67e+05""","=""1.84e-04""","=""6.92e-03""",D,"=""0.90836056""","=""1.306423""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""3""",5,7,,"=""T5803""","=""""",
O,1,"=""""","=""""","=""228.856""","=""""","=""""","=""8.29e+04""","=""1.95e-04""","=""1.47e-03""",D,"=""0.90836292""","=""1.306423""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",1,3,,"=""T5803""","=""""",
O,3,"=""""","=""""","=""228.9200""","=""""","=""""","=""1.92e+06""","=""5.03e-04""","=""1.14e-02""",D,"=""3.2518107""","=""3.6497602""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3d""","=""3P""","=""0""",3,1,,"=""T5376LS""","=""""",
O,2,"=""229.0839""","=""""","=""229.0846""","=""""","=""14""","=""7.41e+06""","=""1.17e-02""","=""1.76e-01""",C,"=""1.72127905""","=""2.1189428""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",2,4,,"=""T6172n""","=""L10621""",
O,3,"=""""","=""""","=""229.2030""","=""""","=""""","=""4.78e+05""","=""3.77e-04""","=""8.53e-03""",D,"=""3.2518107""","=""3.6492691""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3d""","=""3P""","=""1""",3,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""229.3267""","=""""","=""""","=""1.73e+06""","=""1.91e-03""","=""7.22e-02""",C,"=""2.5858086""","=""2.9830525""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""3""",5,7,,"=""T5376,T5791,LS""","=""""",
O,2,"=""229.3301""","=""""","=""229.3297""","=""""","=""15""","=""3.25e+07""","=""2.56e-02""","=""3.87e-01""",C,"=""1.72127905""","=""2.1185176""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",2,2,,"=""T6172n""","=""L10621""",
O,2,"=""""","=""""","=""229.3430""","=""""","=""""","=""5.07e+05""","=""4.00e-04""","=""1.81e-02""",D,"=""1.92926837""","=""2.3264840""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",6,6,,"=""T5723LS""","=""L11267""",
O,2,"=""""","=""""","=""229.5597""","=""""","=""""","=""5.29e+05""","=""6.27e-04""","=""1.90e-02""",D,"=""2.1189428""","=""2.5157834""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",4,6,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""229.7160""","=""""","=""""","=""4.30e+05""","=""3.40e-04""","=""1.29e-02""",D,"=""2.5858086""","=""2.9823793""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""",5,5,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""229.7795""","=""""","=""""","=""4.75e+05""","=""6.27e-04""","=""1.42e-02""",D,"=""3.2518107""","=""3.6482719""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3d""","=""3P""","=""2""",3,5,,"=""T5376LS""","=""""",
O,2,"=""""","=""""","=""229.7957""","=""""","=""""","=""4.40e+05""","=""6.97e-04""","=""1.06e-02""",D,"=""2.1185176""","=""2.5149508""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",2,4,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""229.9753""","=""""","=""""","=""4.76e+04""","=""2.27e-05""","=""8.58e-04""",D,"=""2.5858086""","=""2.9819323""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",5,3,,"=""T5376,T5791,LS""","=""""",
O,2,"=""230.0331""","=""""","=""230.0333""","=""""","=""17""","=""4.17e+07""","=""3.31e-02""","=""1.00e+00""",C,"=""1.72291907""","=""2.1189428""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",4,4,,"=""T6172n""","=""L10621""",
O,2,"=""""","=""""","=""230.0424""","=""""","=""""","=""8.77e+04""","=""6.96e-05""","=""2.11e-03""",E,"=""2.1189428""","=""2.5149508""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",4,4,,"=""T5723LS""","=""""",
O,2,"=""230.2808""","=""""","=""230.2806""","=""""","=""14""","=""1.67e+07""","=""6.64e-03""","=""2.01e-01""",C,"=""1.72291907""","=""2.1185176""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",4,2,,"=""T6172n""","=""L10621""",
O,4,"=""""","=""""","=""230.317""","=""""","=""""","=""3.15e+07""","=""2.51e-02""","=""3.80e-01""",B,"=""5.05265""","=""5.44818""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""230.6416""","=""""","=""""","=""7.82e+05""","=""3.74e-04""","=""1.42e-02""",D,"=""3.2542896""","=""3.6492691""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s.2p2.(4P).3d""","=""3P""","=""1""",5,3,,"=""T5376LS""","=""""",
O,2,"=""""","=""""","=""230.7645""","=""""","=""""","=""""","=""""","=""""",,"=""2.12093744""","=""2.5157065""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(1D).4f D""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L11267""",
O,2,"=""""","=""""","=""230.7648""","=""""","=""""","=""""","=""""","=""""",,"=""2.12093744""","=""2.5157059""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(1D).4f D""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L11267""",
O,2,"=""230.7721""","=""""","=""230.7729""","=""""","=""5*""","=""""","=""""","=""""",,"=""2.12095184""","=""2.5157065""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(1D).4f D""","=""2[2]*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,2,"=""230.7721""","=""""","=""230.7733""","=""""","=""5*""","=""""","=""""","=""""",,"=""2.12095184""","=""2.5157059""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(1D).4f D""","=""2[2]*""","=""3/2""",6,4,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""230.8711""","=""""","=""""","=""1.27e+06""","=""1.69e-03""","=""3.86e-02""",C,"=""2.5877925""","=""2.9823793""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""",3,5,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""230.8906""","=""""","=""""","=""1.02e+06""","=""1.36e-03""","=""3.10e-02""",C+,"=""2.9819323""","=""3.3764858""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",3,5,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""231.111""","=""""","=""""","=""3.12e+07""","=""5.00e-02""","=""7.61e-01""",B,"=""5.05265""","=""5.4468""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""231.1329""","=""""","=""""","=""7.03e+05""","=""5.63e-04""","=""1.29e-02""",D,"=""2.5877925""","=""2.9819323""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",3,3,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""231.1525""","=""""","=""""","=""1.53e+07""","=""1.23e-02""","=""4.67e-01""",C+,"=""2.9823793""","=""3.3764858""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",5,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""231.2254""","=""""","=""""","=""1.40e+06""","=""1.12e-03""","=""4.28e-02""",C,"=""3.2542896""","=""3.6482719""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s.2p2.(4P).3d""","=""3P""","=""2""",5,5,,"=""T5376LS""","=""""",
O,2,"=""231.3077""","=""""","=""231.3051""","=""""","=""8*""","=""""","=""""","=""""",,"=""1.9372974""","=""2.33114388""","=""2s.2p4""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L10621""",
O,2,"=""231.3077""","=""""","=""231.3091""","=""""","=""8*""","=""""","=""""","=""""",,"=""1.9372974""","=""2.33113710""","=""2s.2p4""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""231.4689""","=""""","=""""","=""2.54e+07""","=""2.04e-02""","=""4.67e-01""",C+,"=""2.9819323""","=""3.3755001""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",3,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""231.5480""","=""""","=""""","=""8.51e+07""","=""4.89e-02""","=""2.61e+00""",C+,"=""2.9830525""","=""3.3764858""","=""2s2.2p.(2P*).3d""","=""3D*""","=""3""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",7,5,,"=""T5376LS""","=""""",
O,2,"=""231.6139""","=""""","=""231.6124""","=""""","=""9""","=""""","=""""","=""""",,"=""1.9372974""","=""2.33062135""","=""2s.2p4""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""231.6390""","=""""","=""""","=""9.32e+05""","=""2.25e-03""","=""1.72e-02""",D,"=""2.5886536""","=""2.9819323""","=""2p4""","=""3P""","=""0""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",1,3,,"=""T5376,T5791,LS""","=""""",
O,2,"=""231.6765""","=""""","=""231.6779""","=""""","=""9*""","=""""","=""""","=""""",,"=""1.9388323""","=""2.3320451""","=""2s.2p4""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4f D""","=""2[1]*""","=""1/2""",2,2,,"=""""","=""L10621""",
O,2,"=""231.6765""","=""""","=""231.6781""","=""""","=""9*""","=""""","=""""","=""""",,"=""1.9388323""","=""2.3320447""","=""2s.2p4""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4f D""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""231.7321""","=""""","=""""","=""7.58e+07""","=""3.66e-02""","=""1.40e+00""",C+,"=""2.9823793""","=""3.3755001""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",5,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""231.9477""","=""""","=""""","=""1.01e+08""","=""2.72e-02""","=""6.23e-01""",C+,"=""2.9819323""","=""3.3746878""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""0""",3,1,,"=""T5376LS""","=""""",
O,2,"=""231.9687""","=""""","=""231.9682""","=""""","=""11""","=""""","=""""","=""""",,"=""1.9372974""","=""2.33001817""","=""2s.2p4""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""232.0951""","=""""","=""""","=""2.15e-01""","=""5.79e-11""","=""9.97e-05""",B+,"=""0.00103135""","=""0.3935374""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",3,1,M1,"=""T4010,T4899,T4026""","=""""",
O,2,"=""232.2142""","=""""","=""232.2141""","=""""","=""9""","=""""","=""""","=""""",,"=""1.9388323""","=""2.33113710""","=""2s.2p4""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""3/2""",2,4,,"=""""","=""L10621""",
O,1,"=""""","=""""","=""232.47381""","=""""","=""""","=""4.61e+00""","=""1.12e-08""","=""8.58e-08""",C,"=""0.30794067""","=""0.69980733""","=""2s2.2p4""","=""1S""","=""0""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",1,3,,"=""T5986""","=""""",
O,2,"=""232.4797""","=""""","=""232.4803""","=""""","=""3""","=""6.70e+06""","=""2.72e-03""","=""8.32e-02""",D,"=""1.93336132""","=""2.3252171""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""L10621""",
O,2,"=""232.5918""","=""""","=""232.5921""","=""""","=""6""","=""6.69e+06""","=""5.43e-03""","=""1.66e-01""",D,"=""1.93336132""","=""2.3250287""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""",
